,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,SBR File
2981,1.0,1.0,1.0,18.681197088984405,0.0,6.782288940812071,0.0,2.0,19.23875614541534,4.978187319330637,39.23200091138765,10.155729866427425,33.48760911350383,12.783865554337872,5.0,0.0,17.095640989185142,0.0,3.6495062104558045,103.59102287022462,47.326948595343126,280.47877004452437,64.29666215164417,15.384046076991009,13.313435592601387,97.4969694774431,203.60491458004913,171.2371603248679,21.793251655043733,13.086881246928893,6.343309647849318,14.415741077148553,3.0,0.865364090235071,0.2298749797934143,-49.06673537855066,-69.17827275421921,147.85497977998352,-13.427914744799999,1
2982,1.0,-3.131246287754721,1.0,14.0,0.0,5.675613570085705,2.156507133654923,1.0,5.097441231495795,1.145792289537067,-15.293088986080887,47.943622358059464,-7.757022638939436,11.246979275157397,25.08022570753135,7.043825994894222,21.058981751076818,1.462772286195658,0.9517108155079623,15.99355446273772,-0.6665153902706615,215.66522754456227,41.78845053803984,13.81897293586952,75.40584887598088,176.48321796294437,166.1245884928089,18.61967790060276,25.006624982527654,-3.1716807931797035,4.137071588697078,27.53261989154619,-0.005705208989080113,1.0,1.985459466249814,-0.6015278738791476,18.951389491981374,8.200944355813267,319.53945193420157,1
2983,1.0,5.773898058902883,1.0,22.0362556467561,0.0,-6.52684901745249,0.0,-0.15693950925043598,1024.6582589317495,0.0,8.739686859934285,9.126138808214526,68.58136292980838,97.33751345062913,11.227173606246902,8.095324353812636,5.984904669048378,0.0,1.1534020838250383,1223.1955352130753,50.325508181629885,-266.7384363103464,19.055368444732807,156.88394906470495,18.089395325428036,-23.042199645372307,61.35971479066352,35.81745177739992,53.19168866813801,3.00407270910088,5.0,6.673758649824427,1.0,7.4230270546581085,0.2656938841014562,1.588742824799185,37.81975472383892,53.2385266176714,14.385403379940529,1
2984,1.0,4.321308994795613,1.2736500348153343,6.376946096506576,0.0,6.0,5.502549619882787,4.990735301883504,12.082981920120213,-0.20097569732564158,21.513016479083323,31.0,83.50214017034958,9.787917322683896,35.14217603258016,1.7529298599346061,13.91883360278397,0.0,48.69099039904374,593.0137262368515,13.549676396182173,9.870107892961048,62.85258744400301,35.339764248818774,37.68961802856052,-22.296587994276514,796.1622713752222,-0.036626872681869926,148.15259583360466,6.5848009895122335,14.243379937105004,3.595264469560177,5.110118661877495,2.8655692003052096,0.13305446926898135,-5.070787896691081,11.027078935423768,-5.186852463075805,-3.778174445693095,1
2985,1.0,-2.1520017491173307,1.0,11.549903910137935,0.0,8.830856197083362,0.0,4.747855451430149,1.261123685036241,4.7721948778551955,13.831562625154604,-9.646529017987906,1.1990473973592461,106.032509979866,29.062514919870395,1.942029443273964,17.194126191509234,1.5125550536551784,27.264439903620634,638.4880652527346,78.68381094695512,383.1788708876596,120.88299295423187,349.93731167903934,116.27583622909673,126.08061599537183,179.29403299801558,31.172002776446575,96.50043333677992,-3.9124124898637067,5.903462656973989,9.68808078893872,-0.9408199892601113,2.879533552430966,-0.07094455729280844,39.36458739616811,36.88258248342534,98.30626915045747,160.99587107994307,1
2986,1.0,1.0,0.9088585510262475,24.19992564153908,0.0,4.93371795101574,-9.260240610594861,1.0,0.0,5.456851518286756,6.17753919974227,17.760550116269243,52.94133108470156,22.892153704568052,32.29991163866549,-1.758285694506264,0.0,4.450514586969854,0.9605232389439298,895.8016577425024,4.634726654931855,37.967831537529506,-2.808570770599971,73.91363179980219,132.05066669092156,271.8036858548854,562.0755467796378,138.4845614780421,52.94767541587254,2.0,17.600553789194805,3.0,3.805026471068268,1.0,0.21576167252035694,43.81795686674825,62.88562045278218,4.882017224854036,-0.522413745228798,1
2987,4.4065823387793674,2.0,1.0,10.46192159841161,0.0,20.288650794117217,-0.09870656187019944,2.768453416845297,-4.857158587313552,-0.32525594853942363,85.3811247409747,68.93308488958414,28.54645704775618,20.98764059413076,3.0,0.0,30.785637796567634,2.278100320826103,55.498867283053244,199.45960702119405,83.76105689446572,-72.39358843947147,-6.9889798803617875,-323.12876850162564,162.49565180595422,94.24425631895372,17.4300474348592,90.85628971654491,5.024145165944481,6.9959136940197,6.0,6.505725076853923,12.532325409317496,0.9236021092999553,-0.9665680692079675,63.635904250649986,8.186014983799163,133.1841959152863,39.82373747640911,1
2988,1.4284315565800854,-0.379308034784154,1.0,18.52137257366043,2.4913104839434546,7.839964282247551,0.0,-0.4221899700469054,0.0,9.06355611962206,10.199886358018396,68.3718640434248,1.3299842912612148,21.480571279471803,18.1620661985636,17.78831810053181,1.192320930636067,0.0,115.24873361325183,307.23253762371365,2.339443945888341,76.5435342416135,39.96901747943963,160.6095816982821,22.416563456235185,1192.92482320716,167.05276409532127,53.904803332419704,133.3653173251512,10.932650217255445,2.6491920630438948,13.660371541052534,1.0,3.6360508759669887,0.40905239067289323,112.09791604614608,23.057265744110293,35.18886208636653,38.26162219605897,1
2989,1.0,2.0,1.0,9.18823691077357,3.933034517915485,2.8081629721681622,0.8801366235533522,4.999862534593417,0.0,25.28811262615487,20.59827239584229,12.116762065887901,41.8913178167246,10.125745601425912,23.908895188304673,3.2122493105927132,9.35379181406781,0.0,15.903206920944953,60.292387075430774,14.89601769895348,80.84929317662849,10.350569792230926,545.8426291601686,20.096313451422407,267.4132475711609,-65.93362118662888,32.05073029525557,2.0673087113652713,15.268199008723935,0.7382903562691223,9.064901609155793,8.014643299233924,4.592672124186674,-0.35424531819966093,91.44909801487877,19.332744055183678,34.881126599635635,32.36190940642667,1
2990,2.5521360123469012,1.0,1.0,-0.6113276506253775,1.7901825675827048,9.13429150260234,0.0,0.9536796422618959,-4.699801628960976,7.900763664431931,-1.3331552779138858,33.27353808772349,96.34258720756155,0.0,8.661267184072436,0.32203225096139754,2.3490743988526592,1.1383787521776454,17.104115004031303,865.5457923847616,27.64387295078028,277.088266687146,105.49239071071696,4.450867936973882,54.688624988768225,31.75370399041085,10.586562162747056,10.536444023817317,50.889381992278636,7.940253766896576,2.5973266083615396,6.11110528090367,1.0,3.5821464063904545,-0.3312111661423074,2.302037004178203,3.7283421954679525,82.5498564652494,8.050665591130112,1
2991,2.0,4.018873251489002,0.9128257029281307,6.576931908235129,0.0,11.832110109561283,1.0288173716773166,2.0,8.824486895892875,1.359494936101735,3.7337674792060462,90.9541438330062,27.359367876826276,2.1762253701577916,127.73755246935313,-0.7451578599746208,-0.6377626422018597,0.0,14.138027530261454,1098.0752520936312,148.28455971929046,1.7699360756894364,16.529810227146527,7.071750169888645,41.60380201004675,156.7449312924673,58.93200310122513,9.6651613850695,11.442288892893913,10.65428950859601,1.5014556842650324,2.0,0.18618211835157672,1.0,-1.2007775698137397,79.1042735284272,-25.75485913468087,28.993130163073385,89.08007558378421,1
2992,2.6423488922718485,1.0,1.0,17.927270109530337,0.0,-1.1409959549296467,0.0,1.0,19.95752831865213,2.043496497561523,41.50325216428901,21.695978193626246,1.3240861054048594,11.22295097928073,39.60073938969865,3.867181404502806,0.0,6.912599298229966,54.08899184536429,-111.71253320666273,41.684106216646256,396.2686983462467,10.933427125282456,438.9523386592545,79.4441474633737,97.65011329881341,155.55072793284074,204.00008260547278,97.20037657412311,9.867392670201554,12.358549323946743,18.595503691823282,1.7325546613854206,3.763073272047418,-0.8149122401549775,81.57231138854885,-0.43152413290822267,12.609222456337253,-3.340884895099277,1
2993,1.0,0.8995838238363076,1.0,27.72868176201206,2.6517224313028436,60.060610935059266,1.2640637509752537,1.0,0.0,0.0,2.788320613714342,414.6451926781417,9.364333573342979,19.961868288824846,6.956054910821151,11.12763625600172,-3.929471039254544,0.0,17.038541831648626,1623.9751233958675,151.3607031874715,217.28007232003887,36.93199468645795,-5.114524716988463,149.14082848771648,65.21224214238035,580.5895210788276,33.42960679312994,6.829952120626546,-0.8279647028680985,0.5592825527468901,31.35786992822422,3.3721449973297237,4.9606024708662595,0.2562182867472719,219.13325342765447,155.47246619814433,40.31545567479917,38.453894292111734,1
2994,1.7880840266358198,4.599389335277529,1.0,2.403356197763254,1.4142053150650278,12.771151198428178,0.0,1.0722419066198294,-6.961870244131372,0.0,5.940693274350184,-7.283688203827696,12.818912583326618,0.0,31.88426876844216,0.0,-0.38434682324727554,-1.0536507019648425,34.53168743681818,-96.97500124868355,72.34447467379422,124.71339702635701,33.918442878935444,34.83217820072589,323.2363278773322,262.55477510669016,16.387357688115717,14.793964256476217,29.77193091715403,4.252097960311562,11.35559797300294,11.05233712013941,1.8048904601227922,4.480096634189273,1.0272543832329422,45.11497832534013,11.46289946142318,53.51313466343086,213.57918556148084,1
2995,1.8311738125696757,2.4236493150795426,0.5149637835247923,6.793783818446594,0.0,5.016026229044561,-1.660776266478154,1.0,2.323173979607738,0.0,12.543947546800961,15.807083878837954,7.538978301848099,2.593113542874633,38.280003559875425,2.478232563093421,1.7035367170613065,0.0,-0.32376219314043997,382.3949538926554,8.54225934774307,147.2742609933121,-32.666075234633375,6.613684454753731,39.39096058979667,58.2239135420903,167.58296815225253,107.40776496367113,-39.939789804738155,6.961882850821009,-0.8834892829405967,28.152230078340022,1.8185057248241738,2.714011118791539,0.3998749531988064,52.024008564978075,73.53348007721648,19.624490514135573,16.988423007408812,1
2996,1.2416902654242603,0.9030536772665965,0.16962395614043968,3.3843783315930596,0.0,13.413236301664252,1.5019035125234352,1.0,9.771271709534235,2.0546887423932683,44.04976886260188,31.174404729111338,10.333417708076302,-1.8537349957220748,9.864997268961934,0.0,60.042157406597504,0.0,5.171921774799609,395.57330090625845,17.32218729967642,101.2948562438699,-0.7175441311813557,4.651539376824721,75.39451679202674,384.4894815980559,51.71118414037443,14.249431528474004,-18.54670771568076,19.51170148108767,12.043016556119639,39.31073559104255,-0.4616716393577115,8.634499419930112,-0.08577276979751908,189.14897020994906,52.775462642687685,32.35847810627766,44.59170092727773,1
2997,0.8315283674999522,2.460262206528826,1.0,30.2010324512679,0.0,5.995651503809499,1.0,1.0,-15.70343198601541,0.0,0.9559588241211765,25.83418674054238,25.148409861063715,1.0,48.882762274425794,0.0,0.0,0.0,14.619527434810735,403.3858515042848,64.76441115473914,11.969932912904731,511.7012682361458,386.8822380652173,39.53163550035533,81.89908322733216,563.4985897623046,22.12536294524908,669.0683200957328,6.708870672677671,3.0,15.380218278129327,1.4225838713122192,9.374063565428774,0.35627317392643454,9.961938223753611,14.141831707217277,31.967514814257918,40.36262275497756,1
2998,1.982413888007259,-0.3880714947516618,1.0,14.431399922020194,0.0,-14.990842362819372,0.0,8.045255542613372,0.0,-0.528781415881264,23.681822199663277,7.40628073378903,14.258517727143818,5.834438379671396,87.5947709077889,1.0076646585750475,0.0,2.851486579416089,14.114873878829131,156.35578383751266,59.14452987355392,27.28625475769685,22.912114876207703,209.64530636776863,33.28865793801155,48.257133092885155,309.4617111914773,71.96465605163719,9.434151270869519,0.4162163433559928,1.3743808792248566,2.2832913824603893,6.966166405366007,0.0,0.4748512592220351,12.797555909679946,62.74280975324159,19.616591204844465,20.12754064465932,1
2999,1.0,1.0,1.0,11.051885821541825,0.0,5.0,0.0,11.588788238969148,9.227354842549918,2.0845065528278592,21.51719632434982,36.66619055876861,34.61160110058609,0.0,15.603498453763095,0.0,2.9584049890484216,0.0,12.727788992264593,4112.805079929844,35.13569396425157,392.621226878714,79.94512186655759,-138.80372358871801,51.13271178324635,-38.38053516674408,204.45574263514882,71.17142663127427,122.67932809329739,1.9674586951161703,9.494388160217866,4.807771383313986,1.0,0.0,0.26985945917914617,87.41897226637641,34.925387453242635,270.56298533731797,14.183700202603072,1
3000,1.6772752903436923,0.20081879346533427,1.0,14.569717110836637,1.1657371727356287,10.974067899567853,0.0,4.653499604858326,0.0,17.67561269960635,2.0,11.40311656339151,4.132235274946336,17.707589868872603,52.973024557036915,1.2668142845422545,3.359150064998086,0.0,2.0,415.80645023911904,342.3017207108155,1205.807219660853,137.89124042406397,55.45372103999918,82.04366210883188,7.004446920250966,380.2015567895277,85.85602343181148,-0.06542630565625995,2.0,19.39486837861466,3.6052661843568075,6.521982333716682,5.049393902003755,0.2046993419104137,-82.95803373994855,10.252188173420633,-0.27685584194434654,41.71121490355295,1
3001,1.0,-0.07657850213684336,1.0,6.178517927207622,0.0,0.0,-6.353740056666474,1.0,9.313430538187031,10.421534797020044,50.84155122826226,31.422345516380478,6.672166724888978,19.09047651937103,59.38667617400738,0.0,7.179866559519265,6.674844978352885,11.405706035265435,194.0847089833781,20.22810709279304,89.64462110926746,107.83941895608218,-0.8420435341149805,56.41694599520551,110.65223522735987,202.195370088468,42.95332712147105,-82.72961742133448,4.09349242676558,1.8218330175482507,25.831040135712723,1.0,1.7763754878123463,-0.5338830053593648,7.73290990088751,12.384330258221473,34.825877689607566,30.614133238338994,1
3002,0.277168056063537,3.2569918497752557,1.0,16.962289911499923,1.4882570325396256,15.392806110152474,0.0,1.0,-11.558095002559721,8.535475810681403,-2.42047213387798,31.858547795974772,31.99058322550526,3.76516739719493,10.562097603335587,20.499883638974925,0.0,0.0,48.94018449929526,645.2382006313807,5.272849342991658,505.23021530028734,-15.40055771074331,114.91807626027517,22.049320635773608,1132.6503578073389,28.948823138131452,155.2557544368157,-21.84758307523375,3.5203676962466393,29.803934988044208,6.311920977871269,8.12580772570479,-0.9511396552465793,-0.08003021458895389,7.325848929939076,55.71095510004633,68.98414399087737,29.574882339373154,1
3003,1.0,2.2423015842577683,1.0,8.0,5.7994891888686055,17.074836569851524,3.7565803322233773,0.3725945391967196,17.657406801256887,1.0,52.67018153338172,32.28265011921289,13.57637640190094,10.722807046419758,47.95395479429225,-11.441700210656064,-0.34477707746258546,2.324695333316983,23.44695884789551,77.79665687136777,10.287650911062512,-12.73364088806811,-2.5096600478841156,286.97586956510224,207.5779379570073,27.313814497206412,33.46397450231848,25.594735917333352,10.54002982417633,20.24593677247086,9.571949503357004,10.17386488219482,4.20866056927191,2.0737762728243663,-0.6178136658293156,63.10385767457928,19.18492251909298,302.1844038091893,18.60811361614206,1
3004,2.0,2.485926449413964,1.0,25.704168681770767,0.0,24.5689552521244,2.8148648567167056,1.0,-1.1998564147847015,-1.9169150083871584,44.964514717555005,3.0,14.931757252659851,18.274938074980533,28.90890142838981,4.052151223063506,4.610006667151399,0.0,14.554867223079768,211.42617061622514,87.37758025992727,207.07753946917603,62.17491093487193,109.28513231087656,58.09980649855735,127.44589047698928,-69.74728545246481,107.95069173619933,11.35396196867517,10.754373805369006,8.588369525658898,18.686278237804164,-1.5076265726282339,-0.9934266975140913,0.6046387245897917,178.8601304068441,12.570823461109667,50.54734618350594,10.142284956418289,1
3005,1.0,2.2961511195964444,1.0,0.8705576411789249,0.0,4.956045014370844,1.1631243409354264,2.281424840720064,0.0,7.047865537664367,8.775213464114263,61.83433979612559,1.0,9.882856794069326,-8.303280290230223,34.41628447302634,3.095893105085116,-0.09665935012315519,11.803439855502532,227.04520439422745,-13.315080253186746,16.709459387357203,223.41411413624493,732.3804463070261,158.71099854888436,166.59455069859342,321.58265629001534,166.3530808455393,-0.1530251565073979,9.539354528858428,7.931669835742559,1.698768335068599,7.130795500944451,0.815463618729232,0.7004724264604199,33.66826807894421,7.643708701730706,-6.112724918249733,6.688232027908741,1
3006,2.1876949224659348,1.0,1.0,16.856536850874868,0.0,5.0,0.0,1.0,35.18885297250872,1.2977099717886258,19.793803058580885,8.070192642186269,26.97979143544002,-0.408095852059722,-1.396633118062541,1.1632533359174926,2.939078636746605,0.0,18.980575081031365,115.85338971475538,17.10837030589938,97.12592004351148,303.19801787616643,60.39158906206234,21.404086020601913,368.85727600118184,83.8698104062755,28.41931091296425,78.36061025389878,181.0481829953568,19.059817671717433,42.74591461679436,1.2226067697074448,1.160872903774408,1.8763225566455541,17.274979276313296,9.0,10.343846317760327,12.916431543897673,1
3007,1.0,-0.2224014643355805,1.0,0.0,0.0,9.560402643057724,0.0,7.698613470541508,9.091155907406662,1.6251313326037191,2.8383170461397405,4.115718049439838,13.233721086915857,-0.6449568169669382,1.0,22.777883371497033,0.0,1.0,-1.670942507779738,15.961378454673486,32.79873430068763,312.2900250439122,120.01973396161932,94.66745486225918,80.39722845546576,570.4976994541406,27.482589156842145,166.0030798234959,250.33390313216856,-13.89517739973753,9.571574151789246,11.342147429709797,4.249378640262847,2.619923222424899,0.288989028005867,81.73828399016134,14.430829399304654,44.81633479662085,518.8540398769632,1
3008,1.0,1.0,1.0,0.49972016767505956,3.292574268074844,13.853090256344368,0.0,2.557542560185916,6.678003362949543,10.108268485021267,6.327039230226438,48.280164203731196,0.5270761278622724,78.39915443914758,47.911167858559836,1.0,2.0252652873552757,4.951625285931398,-4.148816980070514,344.25162186755813,3.3048196213819927,151.67322306917197,53.142327533518625,-0.12185673829026156,63.364055345121656,67.39125248083968,74.57422443646313,41.896984995358494,124.89725860411124,4.733846063153261,0.23080787610034692,12.68306328781389,1.0,-1.0541323474046378,-0.03720556400647776,49.66298866576993,57.6520593466822,119.22654335497973,19.43345357359543,1
3009,2.9871937934484585,0.7324243244211552,2.4625201582185796,6.2940325622957225,0.0,11.712281072104181,4.948225214054958,1.0,3.1340428614585143,14.167027593708136,4.878868345213031,7.4814408918957715,32.324361937134114,7.500699560595171,6.1100698182348925,2.0134390083247586,3.5285806245933222,0.0,0.868470894994342,37.60336700315804,12.600425513155736,668.8193023691433,148.79034596259433,45.78270323696299,1537.2980998266667,412.42705955115997,220.4262465460264,102.3057861615239,66.3568508557816,15.179661529817793,2.401185318846328,1.34543268216325,-4.919475207490011,2.0961932265427223,0.40673187893266927,17.744152007660965,39.812773485463026,27.955047953134375,0.6626544486325497,1
3010,1.0,3.011086170108686,1.0,10.59677420483092,-0.33607417337989265,10.82768150827545,0.0,8.85688062790271,5.595230239218255,1.675768042802955,105.0536202667887,43.845166152744945,10.84139467067271,4.634961724458648,8.204757274494344,8.747242053991968,1.0532080694138237,0.0,6.003961082474321,1513.780556080872,21.313719655751164,85.6257508617255,27.1838731968125,78.93231852794747,34.98473882010927,40.06263943571362,-2.4559269340452463,43.451734659523865,47.91973072095635,12.769792778174853,0.2505407658435921,3.5016590530121228,7.263909865170071,2.0,-1.7256349902902184,28.355992111730167,1.3874463588229844,153.3485943954499,63.59177379130656,1
3011,2.0,1.0,1.0,7.762559486869072,1.7309096974212368,14.939257912086918,0.0,49.09636843843641,-0.7964969253305269,1.6221012803990331,-40.35505795192701,64.51445988330467,1.1274779062101299,4.067556193728338,7.1959080599092795,0.0,6.504251706054925,0.0,32.6189016359429,572.5154212479758,13.924131738231218,63.102056955630204,11.430696010040842,182.92958142163792,35.64762569638715,8.61525012071852,-19.185108240170692,187.6715211708923,-0.23493546809925903,19.80555508233133,10.869697054415111,22.03559426739563,-0.6248877311616622,2.0,0.29809039256734626,0.0,206.9732258146104,8.87839201833999,30.796745983079493,1
3012,3.9193754146837376,1.0,1.0,4.029350923705352,1.114098658990915,16.134460191086475,3.904573377378492,1.0,4.58216763857031,2.0,-1.4805769513348883,13.526829568161105,33.41616581393177,30.582740920355057,41.8993375029698,0.0,5.333299619874492,0.6254994734627113,3.9157193564175636,182.4603153905181,108.89250842954465,68.19424865095917,145.49279365531743,128.91337742860406,22.686575852245657,23.336706717839668,-11.77124161162606,65.06609055868635,134.17752593076764,2.0,4.65095551304152,5.852480191435054,1.0,2.43447752070534,-0.09385255925819763,55.31248537347533,96.61514003355941,40.80926530806423,187.63326036098474,1
3013,0.6311570099656998,1.0,1.0,15.855187774377322,2.319745237881466,4.630877176379094,3.2024356340240447,3.935441022545992,0.0,21.578410369947377,89.26916145754358,58.95500342404389,9.492723696192671,-0.06061876639867625,23.66689697302385,67.39468912034206,4.012509511634725,0.0,4.940569502141055,1489.169757915735,9.722675068283557,372.98316834224516,81.70227252527978,163.38119223567568,13.699927508802777,598.8334270124233,87.2148724737443,218.48666285320223,278.1778048434764,4.547436890716756,8.318530725012007,2.6324808059636244,1.0,7.439467470669981,0.5860677730300079,119.74871074574781,3.9153075851975476,-3.385400034352271,-11.257598678712121,1
3014,2.0,2.8382069977801043,1.0,11.94352579372811,4.264240783331461,8.259534826900573,3.556718336035966,1.0,-0.014148041285603652,-1.7224462525478232,47.56316771696429,47.98396652939111,54.176717555596575,12.894219621728773,-22.14566974185923,-0.7040386671309167,5.004060450263507,0.0,44.96133035533546,1533.7748089582724,-12.344376326314094,-43.837039438997984,120.94560231286877,511.36524092334,15.502684230742487,74.38422348029876,28.575668686996735,30.370345800603562,23.0,1.232161847064484,8.291554559613902,4.094566816668922,4.134892286110461,4.168195281726928,0.41,27.669627303761914,24.312113426749434,114.2855345271612,52.02364933026191,1
3015,-0.052122581707743754,1.0,1.0,11.723188033142883,0.0,4.205424225098508,0.0,9.922599738854352,12.264216063010526,6.057991685222067,214.63352684854192,25.941810682334392,29.168297706652474,0.0,30.55169992537749,9.991053069097012,1.8922390071648651,1.7432406237850981,0.6461668828543159,290.3683033945065,18.75602876720589,287.7753149215572,135.82015482466028,54.79727769263124,17.0,17.161298643825667,53.32459770306992,20.5607801208007,53.590578813713435,5.0,3.826457119326728,2.0,0.7561905285491539,2.0,-1.0107187773827253,178.63703748049977,46.325479583728466,-14.034580546469549,16.201079008905282,1
3016,1.0,3.628077378719957,1.0,12.830120308746762,0.0,9.407162488709945,0.0,1.0,0.0,1.634498662036997,-3.191421425410579,230.36889050095664,1.0,11.890412250542386,55.05953233670243,0.0,12.350544035394638,0.0,1.9540137943331821,275.97396764155445,12.60763731040741,271.6892327455994,95.59116740574434,60.66196085043764,277.4335261917255,90.7815441397625,38.767170744194345,35.63089633296854,21.60501967153953,1.9709551627387887,2.5451962301054705,3.0,0.3552567214311062,3.1596831209465037,1.381666029670399,33.43908837321749,73.25700123977799,49.73175385510983,-12.372133496491337,1
3017,2.0,1.0,2.844973421331607,5.653244087114934,0.0,5.490834449263053,0.0,2.4741174248062543,0.0,0.0,402.6329808995689,70.0523883199318,13.423928093795286,-0.4868567288692778,-68.95317554734397,5.048922894422629,0.0,16.44610359912491,11.709904048704294,208.8460530768671,58.58038454350941,-148.29835881496876,30.338824610211592,201.66472565821778,235.96090047916266,78.07140585023268,29.893386834047732,540.6209621625337,150.7815687423904,15.922913330411202,14.48375711897333,16.979148786339525,12.41290601458964,2.0,0.03261974776923482,0.6307484319696748,80.8382196007358,16.531580178447033,115.9064398061005,1
3018,6.884401730004619,0.4839368789099008,1.0,23.223219382279147,0.0,-7.5622443280846,0.0,2.1380210774023842,7.232889134119345,-1.5682237109904298,1032.1192289020225,8.494121054169913,16.565309072493836,2.5296488487934825,7.285526524226494,-12.301021700451082,22.83098991191442,0.0,5.815048041092745,-29.72718521698725,166.24330546843606,291.7699092535216,113.00426863979706,299.033258833996,65.60540463079248,-7.1764951765305085,-74.21435987410412,12.42833111535094,205.91263751862147,23.489068886220938,0.598977933785004,-2.3705750882335845,9.91844075536931,-0.7648181192538759,0.02000912327073477,21.937104164819416,32.50329259935933,17.477047976284602,4.4640487487512255,1
3019,-0.8505386358969347,1.0,1.0,11.011439050659831,0.0,8.514073463098589,0.0,2.7154592493641916,7.860412679665446,6.161321554954634,8.486767987245118,50.168311411290986,26.004753474531412,4.680881327083496,5.758892241635653,-0.9691048153699254,-0.2148963603815085,0.0,9.39369350598423,152.17332876976866,149.0650452585833,1866.5684387078873,7.99588283747746,113.04088927727068,14.819980932018952,710.6434483745473,-86.7757341959921,110.8149926607217,119.80672807044462,5.189158267556329,21.841032564477995,4.602492538590845,1.0,3.7349057493292097,-0.266492424825605,33.14199331424797,-1.8587614635284275,0.21659255557209756,18.9690441192749,1
3020,2.0,0.16320516746960756,1.0,25.700318265189413,0.0,-2.1800921190925955,1.9937497225316532,9.061706396938913,1.5308750882252737,0.0,13.812285607388963,14.467158242326612,69.87823715894652,1.495110732305704,197.39299570667913,-0.15712640493342,3.6880274200756555,2.9607365557480234,11.786971216381925,175.51278838882908,38.999394157003955,32.878042431375185,719.7472230266585,158.13827660280003,11.207456932212086,137.64975426800635,207.63223279380185,79.04985591922039,63.739661703392834,10.30578879532441,4.750307166928958,3.6117099578560845,9.258970910681077,2.7676393546826583,2.587415223267671,305.40420937190265,56.47689848059689,96.73226063120791,122.04043668942045,1
3021,2.5351630485984478,4.927207033445461,1.0,13.594108748704603,0.0,12.941354707857194,3.823729825338683,4.0,0.0,1.8019500222194604,47.44569940266193,56.97278432845549,16.001362369617123,6.0,10.0,-0.5529921161280328,0.0,1.461662754835347,95.27874528554747,107.75167734462451,17.341855661651977,404.4241419606447,111.11361554819928,132.5073631026201,11.801644119700807,318.3590539066141,140.77185648479,18.456379220582548,108.51123254007778,4.777335311095938,0.0926464032710721,-1.177162258059572,4.695392848255872,4.780250096762257,-0.24357851271437103,33.47820406108718,-0.3579821274212258,251.2341552842185,363.8587805295763,1
3022,1.3196660873298312,0.12338858599215397,1.0,-21.91389417098856,2.4981434809187872,-13.653181723610668,2.873307774170727,0.8448733429140887,0.0,4.079032670716513,52.56563442634503,4.865541838549547,32.95170119619347,0.0,28.78592081274746,9.356128032235674,27.51035929932374,0.0,-4.887501442242908,194.26991322739536,4.00992705227123,-8.879736727363778,43.681274458882775,294.12575422406815,89.24759945583271,72.31091606469818,34.35645204563422,370.5340551628204,-7.782991507677481,0.24345312167010746,5.869409307828111,9.3848315387451,4.544221693850625,3.747243330019848,0.011797742973519335,29.29714098024805,0.43613901162256885,149.70064666962236,36.819614928280025,1
3023,2.3896580523541755,2.0524612050276207,0.8107595928361693,6.907808802741952,0.0,15.763647432682387,0.0,3.5091319346411725,3.880283066943248,0.0,234.11188709187675,563.3055525380845,92.9223793433203,0.0,105.34290910322903,0.0,9.434470063608973,16.86144669332142,16.286411638594785,81.84593080238996,214.8181890119671,566.9833593136574,113.42390165879743,-2.593230127186068,100.72339315805206,127.99545972925803,561.9972456419721,-7.186942096583987,2.299204169565435,10.770134323298024,-11.25263814988575,7.971059086680832,4.460622392289994,3.1574674447760125,0.9273064978720353,15.757743564702114,62.73402708651153,4.446754327665149,212.99343130323842,1
3024,1.0,1.290776963845961,3.9582941274046277,6.622050730256792,0.0,3.2818611921552696,3.8483580964696973,5.451915698987037,76.23396016379871,1.6870045864182759,54.026000909760846,24.221240506803447,-22.957175530837205,3.0,36.215243912016916,-1.484410259715656,0.0,3.3924100715935017,183.8205154753114,57.46601208704738,3.118568062302659,84.6587449404206,489.3459882259918,61.78228547542971,24.799360153842308,29.307852911029592,53.65484333200361,197.09119257143243,196.75855137490788,18.463751747358973,2.155197896363016,10.732138514072243,0.6944641259371256,0.5540202513666146,-0.11446467551025444,10.133907969198955,4.651753395282171,115.83138072753941,36.78628966972367,1
